Tiempo (s),Aceleracion (m/s^2)
1.1460000000000001,0.4388871512835366
1.1465,0.6007259834573522
1.147,0.6025669872093598
1.1475,0.49092993495103066
1.1480000000000001,0.23961401140272653
1.1485,0.15668131420291098
1.149,-0.02048689508763346
1.1495,-0.2244551201586047
1.1500000000000001,-0.2868384676973652
1.1505,-0.31756007658988344
1.151,-0.22983551466882032
1.1515,-0.030448859198712708
1.1520000000000001,0.0007422255196036232
1.1525,0.18042639663673055
1.153,0.47528237076668195
1.1535,0.5977237479103276
1.154,0.6116574384036756
1.1545,0.6987612608829921
1.155,0.6752691094185757
1.1555,0.5799819632393355
1.156,0.459153518251575
1.1565,0.284774007035029
1.157,0.004297103120586813
1.1575,-0.18945674491968767
1.158,-0.40372493432977913
1.1585,-0.42432802689849697
1.159,-0.4434015279389209
1.1595,-0.48218087140225646
1.16,-0.39476219246374733
1.1605,-0.08952802920030606
1.161,0.04775664516280125
1.1615,0.15384374018593908
1.162,0.2860986521543082
1.1625,0.47930040123789336
1.163,0.6110813807628681
1.1635,0.506641677202815
1.164,0.4317411312580126
1.1645,0.2686392952917783
1.165,0.1340190738612745
1.1655,-0.03635130133947094
1.166,-0.3651616584342335
1.1665,-0.47567057174126975
1.167,-0.5729796104851695
1.1675,-0.6262479847156759
1.168,-0.614769348079175
1.1685,-0.4088323653429312
1.169,-0.28844431418037736
1.1695,-0.08103343562757105
1.17,0.13689819573545947
1.1705,0.19351689749927026
1.171,0.33935199382465825
1.1715,0.3266742404086312
1.172,0.30443274099182194
1.1725,0.21848006002672996
1.173,0.030723407645256835
1.1735,-0.2343976513772844
1.174,-0.2896713429656576
1.1745,-0.5444593979378705
1.175,-0.7511545400432962
1.1755,-0.8809943544325746
1.176,-0.7713997489097176
1.1765,-0.6583972600148477
1.177,-0.4910770829479679
1.1775,-0.28328114558630424
1.178,-0.12726304465746022
1.1785,0.15590336392220985
1.179,0.2514414372825574
1.1795,0.490599754205249
1.18,0.6159407653873868
1.1805,0.5516435196986106
1.181,0.5138849659169376
1.1815,0.40691032105697544
1.182,0.2483147346455963
1.1825,0.14128802447778485
1.183,-0.14950421136939737
1.1835,-0.15314735571442667
1.184,-0.350711365347339
1.1845,-0.32175608086771074
1.185,-0.25796962893044356
1.1855,-0.09342134788699934
1.186,0.059710902748497344
1.1865,0.3021108206484562
1.187,0.4649885451918521
1.1875,0.7277555444316784
1.188,0.7345691843531011
1.1885000000000001,0.7299019457858472
1.189,0.7125963616211067
1.1895,0.6036357280418664
1.19,0.3866696198628297
1.1905000000000001,0.12747848570446202
1.191,-0.07889905089028224
1.1915,-0.23229369085358992
1.192,-0.3574653192698104
1.1925000000000001,-0.4689229050696707
1.193,-0.5160343057177983
1.1935,-0.4259448186106873
1.194,-0.3542965106109901
1.1945000000000001,-0.14316908146575255
1.195,0.11289477376832228
1.1955,0.2923382547268119
1.196,0.46865882997249986
1.1965000000000001,0.4934057374855399
1.197,0.56446125657467
1.1975,0.47099357590784446
1.198,0.4635980415445431
1.1985000000000001,0.23487176497957743
1.199,-0.007750219586229436
1.1995,-0.1749161951605646
1.2,-0.32869571580928464
1.2005000000000001,-0.6015545046124273
1.201,-0.6511213615158502
1.2015,-0.5490177760852257
1.202,-0.5400939556245926
1.2025000000000001,-0.43127046954784753
1.203,-0.3490898398946565
1.2035,-0.008378950950678657
1.204,0.1383090462061872
1.2045000000000001,0.2643652640215612
1.205,0.26211054320077826
1.2055,0.36739064475146394
1.206,0.34396797275633617
1.2065000000000001,0.1517804869973092
1.207,-0.014906462576534387
1.2075,-0.2263075725391573
1.208,-0.37556390679028184
1.2085000000000001,-0.5953140080140212
1.209,-0.727559797189867
1.2095,-0.84426677750609
1.21,-0.8364453816708666
1.2105000000000001,-0.610396405097397
1.211,-0.41516146027274
1.2115,-0.23905104879349554
1.212,0.023152684571872487
1.2125000000000001,0.1545278474606425
1.213,0.3759870781178106
1.2135,0.5390875865405268
1.214,0.5841341676478257
1.2145000000000001,0.6723394349540422
1.215,0.44797414018540493
1.2155,0.35436929502589215
1.216,0.19902780957759533
1.2165,0.005374889025211799
1.217,-0.07509374856078378
1.2175,-0.3333693748498032
1.218,-0.23330551801860444
1.2185,-0.23252883616218034
1.219,-0.18109839910811124
1.2195,0.011752107411882429
1.22,0.23748401287474255
1.2205,0.32203006874260776
1.221,0.5299290978087011
1.2215,0.6555579225721633
1.222,0.7456026347804451
1.2225,0.705741659987486
1.223,0.6308602624775114
1.2235,0.5640379190714808
1.224,0.3210419751352067
1.2245,0.17707259459752095
1.225,-0.049182661798255166
1.2255,-0.3060245673453165
1.226,-0.41098197055122526
1.2265,-0.5034763012311049
1.227,-0.5162637666557067
1.2275,-0.3796525213012949
1.228,-0.297235689440141
1.2285,-0.10625284883680122
1.229,-0.014701332505643094
1.2295,0.3031785046063431
1.23,0.3568702193339526
1.2305,0.5076814624983712
1.231,0.6345311514021822
1.2315,0.5951719426900401
1.232,0.3691019136274468
1.2325,0.15440545935531585
1.233,0.034274670261531276
1.2335,-0.2133557814358297
1.234,-0.36211515708773667
1.2345,-0.5858334213087353
1.235,-0.5387690856639566
1.2355,-0.5213627485356501
1.236,-0.6043767296040776
1.2365,-0.44446799440644064
1.237,-0.27432930722790216
1.2375,-0.021207812925189792
1.238,0.01407324773211048
1.2385,0.2559984739501055
1.239,0.310399880903842
1.2395,0.28916297888399056
1.24,0.29888464635008294
1.2405,0.03696259695650926
1.241,-0.11114325682865546
1.2415,-0.2832099727181012
1.242,-0.40692748528630046
1.2425,-0.6276221910388253
1.243,-0.7653903004711581
1.2435,-0.7426114824530332
1.244,-0.7544674478900725
1.2445,-0.6501847482717498
1.245,-0.4566810288791575
1.2455,-0.20496927627620398
1.246,0.14946140026950083
1.2465,0.18595510340074053
1.247,0.441948307602099
1.2475,0.5491044867967093
1.248,0.6003893454676249
1.2485,0.6700530500928716
1.249,0.5445983737953095
1.2495,0.39802294196938526
1.25,0.17000139253659577
1.2505,-0.025441369556600472
1.2510000000000001,-0.12137002002738612
1.2515,-0.25740476713843685
1.252,-0.31654395930170237
1.2525,-0.2294562348416218
1.2530000000000001,-0.23113140120874784
1.2535,-0.06023433902715042
1.254,0.19717744511898175
1.2545,0.3449455872214493
1.2550000000000001,0.5560177603391757
1.2555,0.6111938172687619
1.256,0.7579815005037963
1.2565,0.6830367027860962
1.2570000000000001,0.7069749837603121
1.2575,0.533239412341897
1.258,0.32253270194547706
1.2585,0.15703638839397593
1.2590000000000001,-0.11823015816983024
1.2595,-0.35299521648328497
1.26,-0.37601177597707575
1.2605,-0.49853797527494903
1.2610000000000001,-0.44036528014571774
1.2615,-0.40549635904125375
1.262,-0.2064138180982239
1.2625,-0.11969557216482031
1.2630000000000001,0.06146205232484381
1.2635,0.24067539097905757
1.264,0.49431730703609217
1.2645,0.4427670463419228
1.2650000000000001,0.46352586343545044
1.2655,0.41830149249811444
1.266,0.37031708575447775
1.2665,0.2000903674826794
1.2670000000000001,-0.06932632044392611
1.2675,-0.1955280281241042
1.268,-0.39774501345522284
1.2685,-0.48187729551690744
1.2690000000000001,-0.5577761837032005
1.2695,-0.6292775359349166
1.27,-0.5055014225706373
1.2705,-0.3879443799519509
1.2710000000000001,-0.18520367690149261
1.2715,-0.016508642008793904
1.272,0.139484087052876
1.2725,0.29735365889481924
1.2730000000000001,0.3284852131677422
1.2735,0.3552021990370893
1.274,0.24254980999042827
1.2745,0.09365641374709759
1.2750000000000001,-0.03499447146330914
1.2755,-0.2347538590809254
1.276,-0.41290080508713695
1.2765,-0.6001354254734272
1.2770000000000001,-0.7407160082518659
1.2775,-0.7458702448862535
1.278,-0.6936964761838724
1.2785,-0.6610756572067987
1.2790000000000001,-0.44106397117125895
1.2795,-0.08257237176498544
1.28,0.07578694964421415
1.2805,0.15671410906492927
1.281,0.4704483627238864
1.2815,0.5990103908297213
1.282,0.5702189664228726
1.2825,0.710126615707507
1.283,0.5510357190927148
1.2835,0.38439047814681515
1.284,0.1580594074412027
1.2845,0.016640307154862276
1.285,-0.11244371468366358
1.2855,-0.22804456733421133
1.286,-0.31793811088060425
1.2865,-0.23780436600175658
1.287,-0.13794257490310954
1.2875,0.024269001476444917
1.288,0.14214460208891247
1.2885,0.3956878404892569
1.289,0.5485029126421398
1.2895,0.6791065672475449
1.29,0.7315054139784197
1.2905,0.6295897919457036
1.291,0.6501528266536084
1.2915,0.48772987188846645
1.292,0.18228520563951384
1.2925,0.024266548063636185
1.293,-0.22486050168812946
1.2935,-0.38089202547374684
1.294,-0.4265449643974683
1.2945,-0.4962028045879553
1.295,-0.39304860504700995
1.2955,-0.38480212851933226
1.296,-0.28608844123820143
1.2965,-0.03131125976869531
1.297,0.041780852632624876
1.2975,0.43226021362839656
1.298,0.4908384580519773
1.2985,0.5701488536495344
1.299,0.5511634130166602
1.2995,0.42247011657955125
1.3,0.3159339680138578
1.3005,0.09396947562511229
1.301,-0.10239062581076386
1.3015,-0.26429066817459007
1.302,-0.5122281808241237
1.3025,-0.4876813904401206
1.303,-0.6716069891283891
1.3035,-0.5531321498612715
1.304,-0.5348658373436079
1.3045,-0.42061379358918566
1.305,-0.16415956765220985
1.3055,0.0052130920420157875
1.306,0.14417420363096842
1.3065,0.265577102724631
1.307,0.28792026783454694
1.3075,0.3194781390415198
1.308,0.184088753591968
1.3085,0.06060433017881468
1.309,-0.07217372516448903
1.3095,-0.3935084081611683
1.31,-0.5417086351477814
1.3105,-0.6918760691259302
1.311,-0.7808854497713974
1.3115,-0.8160406446407981
1.312,-0.691608581194088
1.3125,-0.5273328218395594
1.313,-0.3414606933079925
1.3135000000000001,-0.18362523040772338
1.314,0.16625791523136083
1.3145,0.3812098164590323
1.315,0.5155932092306927
1.3155000000000001,0.56211563127657
1.316,0.5935048099856401
1.3165,0.6823766874784692
1.317,0.5565679349257681
1.3175000000000001,0.33493082134494434
1.318,0.08607181092887707
1.3185,0.02111913127288531
1.319,-0.1731439129400179
1.3195000000000001,-0.18561797606960295
1.32,-0.317769643581867
1.3205,-0.21642727968071282
1.321,-0.13712907684586947
1.3215000000000001,0.07152602222678649
1.322,0.18877609709651683
1.3225,0.45089946189895946
1.323,0.5434268022631621
1.3235000000000001,0.6247726111013577
1.324,0.7364266674249178
1.3245,0.684274105668819
1.325,0.4598641327444033
1.3255000000000001,0.395409998180693
1.326,0.1958716194895868
1.3265,-0.01994992769961384
1.327,-0.13287516111516023
1.3275000000000001,-0.43141799969957795
1.328,-0.5037471623276975
1.3285,-0.6169851772122323
1.329,-0.5578959017277294
1.3295000000000001,-0.39765391204899453
1.33,-0.20695133944641378
1.3305,-0.012673698381966943
1.331,0.22774530026390374
1.3315000000000001,0.4052993945909149
1.332,0.5417384990842824
1.3325,0.5386883712437996
1.333,0.5512748342857045
1.3335000000000001,0.3977703149577929
1.334,0.296783442396033
1.3345,0.10685340007242675
1.335,-0.15378454859668383
1.3355000000000001,-0.48904694432632284
1.336,-0.5238711657942718
1.3365,-0.46794139153731784
1.337,-0.6358360222957617
1.3375000000000001,-0.6247113628752117
1.338,-0.48411253355185196
1.3385,-0.28121002027021413
1.339,-0.1413092652853525
1.3395000000000001,0.010237897113746404
1.34,0.10829932493381628
1.3405,0.25994000022855474
1.341,0.2527293535198555
1.3415000000000001,0.2960960306387036
1.342,0.2519308946127271
1.3425,0.07293310843297418
1.343,-0.19923246300444325
1.3435000000000001,-0.41634075492754097
1.344,-0.6141392264280463
1.3445,-0.6545240334756468
1.345,-0.7148415681281719
1.3455,-0.6938114899221826
1.346,-0.6282222925811338
1.3465,-0.54813591383735
1.347,-0.3748675848622512
1.3475,0.012376341901488591
1.348,0.14957521401905888
1.3485,0.4920403598705413
1.349,0.4454865180766461
1.3495,0.5799974077262589
1.35,0.5963564355210956
1.3505,0.5905223101206475
1.351,0.48367131335708563
1.3515,0.2555600120110917
1.352,0.13058006277792658
1.3525,-0.13422580298349818
1.353,-0.22699042652573126
1.3535,-0.338486147361118
1.354,-0.31366159104348873
1.3545,-0.25624963333442485
1.355,-0.08633182232432542
1.3555,0.23686274738602883
1.356,0.18360098555068338
1.3565,0.42242434036841575
1.357,0.6146149676809357
1.3575,0.6773516595275977
1.358,0.7686980844173651
1.3585,0.5960256185762923
1.359,0.5649415273520562
1.3595,0.3102373532140639
1.36,0.17924424740769807
1.3605,-0.07184851987052777
1.361,-0.26614463422355067
1.3615,-0.460726313209219
1.362,-0.6120341483991225
1.3625,-0.587886231508873
1.363,-0.4345380253172392
1.3635,-0.35381311428802836
1.364,-0.1266238853752758
1.3645,-0.029013697762309013
1.365,0.2650903615747367
1.3655,0.447790649969142
1.366,0.3969918727109892
1.3665,0.5633823828469965
1.367,0.6082937809618132
1.3675,0.3660192986630826
1.368,0.2879510565864716
1.3685,0.037995953411495406
1.369,-0.13370607150536484
1.3695,-0.39081333792321654
1.37,-0.5633231270723322
1.3705,-0.6379697039089274
1.371,-0.6551830491906216
1.3715,-0.614570735509396
1.372,-0.5142425426529043
1.3725,-0.2552133511788798
1.373,-0.1581990509912226
1.3735,-0.013899502019220147
1.374,0.14365496838310243
1.3745,0.30604487734476027
1.375,0.1947619188652723
1.3755,0.2841360799208096
1.3760000000000001,0.18227347773082958
1.3765,0.04691152319891187
1.377,-0.23090045286738142
1.3775,-0.44373319167864766
1.3780000000000001,-0.5622983657166186
1.3785,-0.6821885319833821
1.379,-0.6735717203382137
1.3795,-0.7087858263760665
1.3800000000000001,-0.628221788626768
1.3805,-0.5028647224152372
1.381,-0.229444836688697
1.3815,0.023143008272184955
1.3820000000000001,0.3096550875165134
1.3825,0.4529565461522364
1.383,0.655222794650288
1.3835,0.7182690021937888
1.3840000000000001,0.6094706323019774
1.3845,0.5102129804079487
1.385,0.3971437638065834
1.3855,0.24301665298811537
1.3860000000000001,0.030678749808660033
1.3865,-0.060083646049192065
1.387,-0.18562457927884116
1.3875,-0.22343416781353148
1.3880000000000001,-0.26508222708706364
1.3885,-0.22734594944094833
1.389,-0.053215770185575356
1.3895,0.05250671813653575
1.3900000000000001,0.2921922574320538
1.3905,0.42189993241464685
1.391,0.6555924194654543
1.3915,0.5445733757869224
1.3920000000000001,0.728927880262604
1.3925,0.6652025655893459
1.393,0.48565401652130386
1.3935,0.3193672909393002
1.3940000000000001,0.09864337313126689
1.3945,-0.0627223739752447
1.395,-0.23484726423047075
1.3955,-0.4572205274455194
1.3960000000000001,-0.44872867121475707
1.3965,-0.5590844922559013
1.397,-0.42801791314924137
1.3975,-0.2856060112960933
1.3980000000000001,-0.1859588442674514
1.3985,0.0956162570791166
1.399,0.23765390748906784
1.3995,0.46554522234333773
1.4000000000000001,0.47776369567804994
1.4005,0.45772587867700215
1.401,0.4295869711092497
1.4015,0.3740527933823958
1.4020000000000001,0.21268157126154705
1.4025,0.006832987026921526
1.403,-0.26026417252844963
1.4035,-0.37208891497170393
1.4040000000000001,-0.5816837451046073
1.4045,-0.6439440814881022
1.405,-0.5898672299936056
1.4055,-0.5815668849337902
1.4060000000000001,-0.5418767312080143
1.4065,-0.24584317492483276
1.407,-0.09895476933799204
1.4075,0.053446427793442365
1.408,0.272832209127555
1.4085,0.25652919835479365
1.409,0.3318003367917751
1.4095,0.24637289274258273
1.41,0.24660373520699816
1.4105,-0.1427781697448025
1.411,-0.2358887523279936
1.4115,-0.4174088600946708
1.412,-0.5379755045128577
1.4125,-0.7178173062246588
1.413,-0.7615807741247327
1.4135,-0.6153104856726831
1.414,-0.5857573016577566
1.4145,-0.36765364785054855
1.415,-0.15977586119247594
1.4155,0.10153106213807811
1.416,0.24149299712708544
1.4165,0.46847583016555044
1.417,0.6187105918097512
1.4175,0.6788895337278756
1.418,0.7032822636793855
1.4185,0.5787742564647945
1.419,0.433013531018967
1.4195,0.22148804147882434
1.42,0.10312525670940668
1.4205,-0.15129330306199504
1.421,-0.24090392956591714
1.4215,-0.3630527644465028
1.422,-0.3236971134274136
1.4225,-0.14384390157232277
1.423,-0.048324004297917215
1.4235,0.03704712505636193
1.424,0.313233845904798
1.4245,0.47244092682187905
1.425,0.5546476232495551
1.4255,0.6940433160640497
1.426,0.6576276685828198
1.4265,0.5916264245020241
1.427,0.49327242241641966
1.4275,0.22283388651079838
1.428,0.09145687258984875
1.4285,-0.18775464952046253
1.429,-0.3680653374449922
1.4295,-0.41761772740116615
1.43,-0.5198036500821787
1.4305,-0.5391265377719456
1.431,-0.4319318138337156
1.4315,-0.262837381637977
1.432,-0.1554674966693589
1.4325,0.1528660068165506
1.433,0.3056322813363192
1.4335,0.38547369486650196
1.434,0.48506922645415546
1.4345,0.5835828529449892
1.435,0.4097241297941316
1.4355,0.4451330309613626
1.436,0.09943258561813104
1.4365,-0.048364330678649224
1.437,-0.3965904720106713
1.4375,-0.45515889022276057
1.438,-0.6093157565678801
1.4385000000000001,-0.6240340543597057
1.439,-0.630027445037641
1.4395,-0.5778427653598027
1.44,-0.3181481271983306
1.4405000000000001,-0.21501892270519346
1.441,-0.1071728385681506
1.4415,0.11381090685864095
1.442,0.07879218379413677
1.4425000000000001,0.261184055213206
1.443,0.35048731663450533
1.4435,0.18868566022488686
1.444,0.09132226215673567
1.4445000000000001,-0.14818028796554278
1.445,-0.2439036989236022
1.4455,-0.4604499882065646
1.446,-0.6135026674565298
1.4465000000000001,-0.6557222479860669
1.447,-0.6366608382877195
1.4475,-0.6164377741637076
1.448,-0.6075270143984475
1.4485000000000001,-0.30720213456454887
1.449,-0.08369159182990604
1.4495,0.08521829923499619
1.45,0.2819407149609055
1.4505000000000001,0.5175666288000382
1.451,0.6338268091215152
1.4515,0.6806654637404197
1.452,0.60587816080068
1.4525000000000001,0.5411781997226096
1.453,0.3890006654153909
1.4535,0.17507051871623736
1.454,0.025392795660057445
1.4545000000000001,-0.17855033620388966
1.455,-0.3331085127700939
1.4555,-0.2952420091628754
1.456,-0.22077355887719274
1.4565000000000001,-0.03380714811717678
1.457,-0.1268210276822708
1.4575,0.13306345289733
1.458,0.29821124294225676
1.4585000000000001,0.51717942236203
1.459,0.5756569161202558
1.4595,0.6776928956157724
1.46,0.6996072678200137
1.4605000000000001,0.5189722609496981
1.461,0.39704160568376673
1.4615,0.2828474361463398
1.462,0.029690034327671026
1.4625000000000001,-0.3023506485451113
1.463,-0.28839833552141975
1.4635,-0.538750607837003
1.464,-0.5300579111060074
1.4645000000000001,-0.5298328417674284
1.465,-0.4249554107443653
1.4655,-0.27427186081968374
1.466,-0.012998504703794534
1.4665000000000001,0.1187616729572685
1.467,0.27408988745141294
1.4675,0.4412926181995602
1.468,0.5369883042891832
1.4685000000000001,0.42876731879681024
1.469,0.4857535564780755
1.4695,0.2626188662367437
1.47,0.14123815331800196
1.4705000000000001,-0.04010020219818616
1.471,-0.3010873614905013
1.4715,-0.46459690678138754
1.472,-0.6334931680925748
1.4725,-0.6951048436195751
1.473,-0.7332300951818677
1.4735,-0.55668116036396
1.474,-0.4292215552421404
1.4745,-0.3434150996672861
1.475,-0.028858380627523335
1.4755,0.19493468664050467
1.476,0.25617423921374827
1.4765,0.34940278933922725
1.477,0.26297009265038396
1.4775,0.14206723494172477
1.478,0.055244503168232
1.4785,-0.14385088022928672
1.479,-0.37434172707236335
1.4795,-0.442073523202401
1.48,-0.6203674040323233
1.4805,-0.7350421273281992
1.481,-0.691291131548208
1.4815,-0.6295276084644688
1.482,-0.44151527544766195
1.4825,-0.18863055066864967
1.483,-0.06458676628383608
1.4835,0.14444171793441318
1.484,0.48578872442400606
1.4845,0.6996724464949281
1.485,0.6447470514182007
1.4855,0.6479855883923048
1.486,0.5760060825397282
1.4865,0.5130856801012674
1.487,0.350849042686512
1.4875,0.14401799565483195
1.488,0.017469908183328164
1.4885,-0.2137711645147983
1.489,-0.29733577148417784
1.4895,-0.3580507782742089
1.49,-0.18330202447571392
1.4905,-0.09202787033069407
1.491,0.07480267691453579
1.4915,0.14860015502140567
1.492,0.43831268589696476
1.4925,0.539839412504069
1.493,0.6650845822517942
1.4935,0.6957884810631941
1.494,0.6148073759586397
1.4945,0.5153729903811471
1.495,0.2813537280121433
1.4955,0.1271052588570773
1.496,-0.07288778562948384
1.4965,-0.3199255118421334
1.497,-0.4168656140271564
1.4975,-0.456006642931133
1.498,-0.5686844952261538
1.4985,-0.5403526439265576
1.499,-0.4145234314980173
1.4995,-0.19092047813678945
1.5,0.0860144465954074
1.5005,0.20628366600001036
1.5010000000000001,0.3724653998890793
1.5015,0.42798982122558243
1.502,0.5583860718533752
1.5025,0.5487822098217889
1.5030000000000001,0.3992681589325502
1.5035,0.2585936776227655
1.504,0.026279094858925538
1.5045,-0.12014721369874819
1.5050000000000001,-0.29393509019858843
1.5055,-0.5073261588766558
1.506,-0.6078790457850619
1.5065,-0.666663162767368
1.5070000000000001,-0.6637210536154957
1.5075,-0.5663875193083143
1.508,-0.39422920960356195
1.5085,-0.1875528147401838
1.5090000000000001,-0.012471220709709109
1.5095,0.19357712741047114
1.51,0.2867887108638342
1.5105,0.366760360787346
1.5110000000000001,0.3036197714494745
1.5115,0.1581071570230191
1.512,0.026503309149136275
1.5125,-0.2406624247796968
1.5130000000000001,-0.2650544737518984
1.5135,-0.5452270313660825
1.514,-0.6590252400507072
1.5145,-0.6055342788507032
1.5150000000000001,-0.731415272975156
1.5155,-0.6134874954489734
1.516,-0.4228047224792078
1.5165,-0.23581312797114456
1.5170000000000001,0.03536897229980802
1.5175,0.2778389255329262
1.518,0.5012383883622293
1.5185,0.6139695114663799
1.5190000000000001,0.7328472818804393
1.5195,0.6829001374362993
1.52,0.6564039264310282
1.5205,0.5494362149091305
1.5210000000000001,0.22870469948203276
1.5215,0.11261036039638365
1.522,-0.045801552241021115
1.5225,-0.2896493678097385
1.5230000000000001,-0.43116882943058543
1.5235,-0.2785278671695186
1.524,-0.2709749700850647
1.5245,-0.08281120743444029
1.5250000000000001,0.039218200264021404
1.5255,0.22161150704997032
1.526,0.38169380740280734
1.5265,0.5493192517148372
1.5270000000000001,0.5905544504532487
1.5275,0.6331889076943578
1.528,0.6472283260060384
1.5285,0.475857052531507
1.5290000000000001,0.3390864863120734
1.5295,0.10580809785136086
1.53,-0.12486516708069248
1.5305,-0.3495173819373162
1.5310000000000001,-0.4072005579432526
1.5315,-0.573323458523272
1.532,-0.5214473813313608
1.5325,-0.5501817704945222
1.5330000000000001,-0.32662271263905723
1.5335,-0.14145568726649535
1.534,0.009129831542412127
1.5345,0.15602078767219846
1.5350000000000001,0.3912154912987713
1.5355,0.5110530039506623
1.536,0.5159717110319126
1.5365,0.4677443572430438
1.537,0.43391500421201007
1.5375,0.21246983235320524
1.538,-0.009569674697118162
1.5385,-0.16349941509278265
1.539,-0.4051579557279651
1.5395,-0.5946658125306244
1.54,-0.6104890704217494
1.5405,-0.6928780713594958
1.541,-0.5771735132570951
1.5415,-0.5407557906746139
1.542,-0.32955605850080416
1.5425,-0.1005508866269174
1.543,0.03960080905004085
1.5435,0.18999467493553587
1.544,0.28353128710215936
1.5445,0.33397154663266765
1.545,0.2551795445641535
1.5455,0.16805327371716627
1.546,-0.02084206516218664
1.5465,-0.09712576760286365
1.547,-0.4209238022249857
1.5475,-0.49564570976363487
1.548,-0.6941910414545633
1.5485,-0.6603786378827938
1.549,-0.5866628458256766
1.5495,-0.5949656159963305
1.55,-0.27847496875281297
1.5505,-0.19268721064423036
1.551,0.053625601412124274
1.5515,0.3404317767633028
1.552,0.46409888955805256
1.5525,0.7022861929859495
1.553,0.7403296972312513
1.5535,0.5655470933027036
1.554,0.5406606171452222
1.5545,0.4282817221901504
1.555,0.30147408567129397
1.5555,0.03538436687780947
1.556,-0.12200243774810159
1.5565,-0.18800702647231585
1.557,-0.33954474767344345
1.5575,-0.27775571313718683
1.558,-0.29233331137612234
1.5585,-0.04880701407635524
1.559,0.13892915896601438
1.5595,0.195056454057017
1.56,0.3070533203843603
1.5605,0.47634584446779776
1.561,0.6853957036224365
1.5615,0.618217627696447
1.562,0.6333598412130194
1.5625,0.38383430077556874
1.563,0.22093773093800417
1.5635000000000001,0.051031185998118504
1.564,-0.1017461533981438
1.5645,-0.3503811720558745
1.565,-0.5253670050339605
1.5655000000000001,-0.52736104341581
1.566,-0.5297319946794431
1.5665,-0.42709369312111184
1.567,-0.31637720064584596
1.5675000000000001,-0.15210434175178186
1.568,0.08213436657162161
1.5685,0.1495573274107257
1.569,0.437425267095977
1.5695000000000001,0.5777736868945957
1.57,0.564234473055532
1.5705,0.4332862248398659
1.571,0.2778277927583822
1.5715000000000001,0.23751688412996697
1.572,-0.0645153275869103
1.5725,-0.26575785201439495
1.573,-0.4368577355952378
1.5735000000000001,-0.622089354945433
1.574,-0.6708201886712091
1.5745,-0.605024892058191
1.575,-0.6375257213922637
1.5755000000000001,-0.3912138754851035
1.576,-0.29810105840525264
1.5765,-0.11552519264680916
1.577,0.09109721861016681
1.5775000000000001,0.23023811813400705
1.578,0.32184195259100534
1.5785,0.3147597251731831
1.579,0.20592819423842357
1.5795000000000001,0.1999692644971831
1.58,-0.04909019441554774
1.5805,-0.2668494351493636
1.581,-0.36136537408329383
1.5815000000000001,-0.5226042002691177
1.582,-0.6513045362489998
1.5825,-0.6711568123693272
1.583,-0.5939730662080231
1.5835000000000001,-0.40178266233953197
1.584,-0.3137986166124006
1.5845,-0.14586913476269775
1.585,0.12787180519024866
1.5855000000000001,0.4055384113226721
1.586,0.553278809790955
1.5865,0.6507368758104125
1.587,0.7645718854029142
1.5875000000000001,0.7318973516519109
1.588,0.5815568852081149
1.5885,0.44748352438739797
1.589,0.21295800745265925
1.5895000000000001,0.021445910455975783
1.59,-0.13491526690291192
1.5905,-0.30812669527840975
1.591,-0.28392544117561147
1.5915000000000001,-0.2933264103911344
1.592,-0.2349950478371799
1.5925,-0.06919737697351298
1.593,0.10382330462168862
1.5935000000000001,0.24295250546301536
1.594,0.4168532231548019
1.5945,0.5323342519244575
1.595,0.7033998523837246
1.5955000000000001,0.5477791052153034
1.596,0.5478477862063321
1.5965,0.4501674157075606
1.597,0.1660350038685098
1.5975000000000001,-0.040028762677815716
1.598,-0.24846999100377593
1.5985,-0.4652555560850422
1.599,-0.4401017027325829
1.5995000000000001,-0.5627091812151411
1.6,-0.5817609507449736
1.6005,-0.4626714362111753
1.601,-0.26834852967933176
1.6015,-0.1017436212976708
1.602,0.07221582801524841
1.6025,0.3257365108720491
1.603,0.3980836888839149
1.6035,0.500366743747711
1.604,0.5316999306195074
1.6045,0.41455613526436075
1.605,0.3139462986163413
1.6055,0.0882219088841967
1.606,0.0356107479087335
1.6065,-0.33045727015738
1.607,-0.46159705291737757
1.6075,-0.6713225244633879
1.608,-0.7499511941462913
1.6085,-0.6920449513532867
1.609,-0.6231902858957838
1.6095,-0.4851312887603026
1.61,-0.2948821724562585
1.6105,-0.06288795709513821
1.611,0.15944768418807864
1.6115,0.2964400528334002
1.612,0.27306248253195037
1.6125,0.3652730400633747
1.613,0.2942607426996703
1.6135,0.05470956363738514
1.614,-0.10459099503206483
1.6145,-0.26948826300029294
1.615,-0.3418827380895233
1.6155,-0.5843763096412455
1.616,-0.6700290010964137
1.6165,-0.5982247837285669
1.617,-0.6074014344222867
1.6175,-0.46604165178110263
1.618,-0.23205822380496616
1.6185,-0.021867387486865203
1.619,0.0883203453151637
1.6195,0.3632236081324866
1.62,0.6303612848822756
1.6205,0.628993505346328
1.621,0.7880883912315355
1.6215,0.6738923221599699
1.622,0.5716383296927915
1.6225,0.40471894055842433
1.623,0.10812619440311035
1.6235,-0.030358702492609448
1.624,-0.21063080084414187
1.6245,-0.25946399237192735
1.625,-0.24266448841008786
1.6255,-0.30486458410024
1.6260000000000001,-0.19897423244970078
1.6265,-0.1550041398594328
1.627,0.0986437246107401
1.6275,0.28631769651254824
1.6280000000000001,0.4490409661313501
